Day_of_Week,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Causes_D,Road_Feature_E,Road_Condition_F,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Year,Month,Day,Hour
6,2,509.35,1,3,4,1,4,1,5.0,2015.0,3.0,1.0,23
4,2,108.5,1,2,4,1,1,10,5.0,2017.0,7.0,6.0,17
1,2,58.2,1,2,4,1,5,5,5.0,2017.0,7.0,6.0,7
7,2,236.0,2,3,4,2,1,3,1.0,2015.0,12.0,4.0,12
6,2,204.5,2,3,4,1,2,1,5.0,2017.0,7.0,6.0,14
2,1,498.45,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,2
4,2,242.8,2,2,2,2,3,10,5.0,2017.0,5.0,1.0,3
6,2,505.15,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,22
5,2,218.2,1,2,2,1,10,1,6.0,2017.0,7.0,6.0,2
5,2,411.94,2,3,4,1,2,5,5.0,2017.0,7.0,6.0,10
4,2,234.4,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,18
3,2,66.72,2,2,4,1,1,5,5.0,2022.0,5.0,7.0,1
3,1,456.6,2,3,4,1,1,1,5.0,2015.0,4.0,2.0,6
6,2,249.3,2,4,4,1,1,1,5.0,2017.0,7.0,6.0,5
2,2,15.3,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,5
1,2,418.0,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,6
6,2,438.84,1,3,4,1,10,5,5.0,2015.0,6.0,6.0,3
5,2,224.8,1,3,4,2,1,5,5.0,2017.0,7.0,6.0,9
5,2,126.65,2,2,4,1,1,6,14.0,2022.0,10.0,11.0,11
7,2,221.4,2,2,4,1,3,6,5.0,2017.0,7.0,6.0,5
6,2,427.64,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,3
3,2,416.3,1,3,4,1,1,9,5.0,2016.0,10.0,2.0,11
7,1,491.3,1,3,4,1,3,6,5.0,2017.0,9.0,7.0,19
1,2,38.6,2,2,4,1,1,6,5.0,2023.0,1.0,1.0,18
6,2,189.6,1,2,4,1,2,5,5.0,2017.0,7.0,6.0,17
6,2,250.0,1,2,2,1,2,3,5.0,2017.0,7.0,6.0,17
2,1,494.3,2,2,4,1,1,6,5.0,2016.0,11.0,10.0,4
4,2,205.0,2,5,2,1,10,1,5.0,2017.0,7.0,6.0,15
4,2,681.195,2,2,4,1,1,6,5.0,2022.0,1.0,6.0,8
3,2,501.45,2,3,4,1,11,5,5.0,2017.0,7.0,6.0,6
5,2,223.2,1,4,2,2,1,14,14.0,2014.0,3.0,10.0,11
6,2,244.7,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,8
7,2,231.2,2,3,4,2,1,6,5.0,2015.0,5.0,7.0,23
7,2,129.0,2,5,4,1,1,1,15.0,2023.0,11.0,2.0,6
2,2,277.4,1,3,4,1,1,5,8.0,2022.0,6.0,6.0,23
7,2,250.8,1,1,4,1,1,6,5.0,2017.0,7.0,6.0,16
5,1,492.35,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,14
2,2,123.2,1,2,4,1,1,10,5.0,2017.0,7.0,6.0,0
3,2,201.6,1,3,2,2,3,1,6.0,2014.0,10.0,9.0,11
1,2,176.0,1,3,4,4,2,1,5.0,2017.0,7.0,6.0,5
1,2,243.4,2,2,4,2,2,6,5.0,2017.0,7.0,6.0,19
3,2,160.4,1,2,4,2,2,6,5.0,2018.0,6.0,6.0,14
6,2,502.7,1,3,4,1,1,5,5.0,2016.0,9.0,7.0,0
3,1,497.5,1,3,4,1,4,1,5.0,2016.0,7.0,9.0,17
1,2,230.6,1,3,4,1,2,6,5.0,2017.0,7.0,6.0,23
4,1,496.25,2,1,4,1,1,6,5.0,2017.0,7.0,6.0,5
3,2,20.0,1,2,4,1,1,5,5.0,2023.0,5.0,9.0,22
3,2,167.9,1,4,4,1,1,5,5.0,2017.0,7.0,6.0,10
2,2,211.5,1,3,2,1,12,5,5.0,2017.0,7.0,6.0,12
6,2,42.13,2,2,4,1,1,6,11.0,2017.0,7.0,6.0,20
5,2,456.18,1,3,4,1,1,5,1.0,2017.0,7.0,6.0,17
3,1,495.95,1,3,4,1,10,1,5.0,2017.0,7.0,6.0,5
3,2,425.68,1,2,4,1,1,5,5.0,2017.0,4.0,1.0,7
7,2,188.45,2,2,2,1,2,6,5.0,2017.0,7.0,6.0,23
6,2,140.45,2,3,4,1,1,1,5.0,2022.0,10.0,6.0,17
7,2,476.55,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
6,2,159.15,2,4,4,1,2,1,5.0,2017.0,7.0,6.0,16
1,1,498.05,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,21
3,2,175.4,1,1,4,1,1,6,5.0,2022.0,12.0,7.0,15
3,1,506.0,2,2,4,1,1,9,5.0,2017.0,7.0,6.0,23
7,2,177.8,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,14
7,2,239.7,2,1,2,1,4,11,5.0,2017.0,11.0,6.0,20
3,2,519.1,2,3,4,1,5,10,5.0,2017.0,7.0,6.0,10
7,2,245.4,1,2,4,2,3,1,5.0,2017.0,7.0,6.0,2
7,2,433.72,1,2,4,1,1,1,1.0,2017.0,7.0,6.0,10
2,2,430.82,1,2,4,1,1,6,5.0,2015.0,6.0,10.0,20
7,2,240.0,2,4,4,1,1,5,5.0,2017.0,7.0,6.0,1
6,1,506.9,2,3,4,1,1,8,5.0,2017.0,7.0,6.0,22
6,2,18.245,2,2,4,1,1,6,5.0,2022.0,9.0,9.0,2
2,2,189.6,1,3,2,1,2,1,5.0,2017.0,7.0,6.0,20
4,2,192.8,1,3,4,1,1,8,5.0,2022.0,8.0,6.0,20
1,2,415.5,1,2,4,1,1,5,5.0,2017.0,6.0,11.0,6
5,2,138.4,1,5,4,1,1,1,7.0,2023.0,9.0,2.0,22
4,2,209.6,1,3,2,6,12,5,5.0,2017.0,7.0,6.0,23
6,1,495.0,2,3,4,1,1,6,5.0,2017.0,1.0,4.0,11
1,1,490.95,2,3,4,1,1,11,5.0,2017.0,7.0,6.0,9
6,2,187.6,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,13
4,2,200.8,2,3,4,1,2,11,5.0,2017.0,7.0,6.0,16
6,2,231.6,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,11
7,2,490.3,1,2,4,1,1,9,5.0,2017.0,7.0,6.0,1
7,2,156.6,2,2,4,1,2,1,5.0,2017.0,7.0,6.0,18
4,2,226.0,2,2,4,1,2,6,5.0,2017.0,7.0,6.0,13
3,2,109.9,1,2,4,1,1,11,1.0,2017.0,7.0,6.0,2
1,2,451.3,1,1,4,1,1,1,5.0,2015.0,2.0,11.0,1
3,2,210.9,2,3,4,1,1,5,5.0,2022.0,12.0,7.0,22
2,2,138.4,1,2,4,1,1,6,5.0,2022.0,12.0,12.0,6
4,2,187.0,1,1,4,1,2,3,5.0,2017.0,7.0,6.0,13
4,1,495.21,1,1,4,1,1,6,5.0,2016.0,6.0,10.0,20
4,2,228.0,2,3,2,4,1,11,5.0,2017.0,7.0,6.0,19
5,2,161.6,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,16
4,2,181.8,1,3,2,2,2,6,6.0,2017.0,2.0,3.0,16
7,2,228.5,2,2,2,1,2,6,5.0,2017.0,5.0,2.0,22
3,2,45.75,1,1,4,1,1,6,5.0,2017.0,7.0,6.0,14
7,2,128.1,2,5,4,1,1,1,14.0,2023.0,11.0,2.0,6
4,2,501.85,2,3,4,1,4,5,5.0,2017.0,7.0,6.0,6
3,2,166.8,2,2,4,5,3,5,3.0,2015.0,1.0,4.0,23
7,1,501.95,1,2,4,1,1,4,5.0,2017.0,7.0,6.0,6
6,2,426.72,2,3,4,1,1,1,11.0,2017.0,7.0,6.0,6
7,2,486.75,2,2,4,1,1,9,5.0,2017.0,7.0,6.0,9
6,2,173.15,2,3,2,1,1,11,1.0,2015.0,2.0,5.0,11
1,2,398.24,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,5
6,2,178.2,2,4,2,2,8,5,5.0,2014.0,12.0,7.0,20
3,2,47.0,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,10
4,2,24.795,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,17
4,2,237.3,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,17
6,2,502.1,2,2,4,1,1,5,9.0,2017.0,7.0,6.0,17
5,2,199.4,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,6
7,2,241.6,2,3,2,4,10,6,5.0,2014.0,12.0,1.0,6
3,2,439.2,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,5
1,2,466.35,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,19
4,2,264.8,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,6
7,2,185.2,1,3,4,1,1,11,5.0,2017.0,7.0,6.0,1
2,2,476.6,2,2,4,1,1,11,1.0,2017.0,8.0,8.0,2
4,2,507.75,1,3,4,1,1,5,5.0,2017.0,9.0,3.0,17
2,2,167.3,2,4,2,1,4,5,5.0,2014.0,9.0,9.0,10
1,2,237.6,2,3,4,1,2,11,5.0,2017.0,7.0,6.0,20
2,2,438.22,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,17
4,2,218.0,1,2,4,7,1,1,11.0,2017.0,7.0,6.0,17
1,2,414.32,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,22
2,2,464.25,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,0
2,2,168.5,2,3,2,2,10,2,1.0,2014.0,10.0,6.0,9
1,1,501.6,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,21
7,2,178.1,1,3,1,1,1,11,5.0,2017.0,7.0,6.0,19
4,2,144.3,1,2,4,1,1,15,6.0,2017.0,7.0,6.0,16
3,2,178.0,1,1,2,1,1,1,5.0,2017.0,7.0,6.0,23
7,1,497.0,2,4,4,1,1,9,5.0,2017.0,7.0,6.0,0
4,1,498.4,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,13
7,2,226.35,1,3,1,2,8,3,3.0,2017.0,7.0,6.0,6
7,2,241.6,2,4,4,1,1,1,5.0,2017.0,7.0,6.0,14
1,1,499.95,1,8,4,1,1,11,5.0,2017.0,7.0,6.0,20
7,2,151.8,2,2,4,2,2,1,5.0,2017.0,12.0,11.0,23
5,2,466.92,1,2,4,1,4,6,5.0,2017.0,7.0,6.0,1
2,1,490.85,2,3,4,1,1,5,3.0,2017.0,7.0,6.0,12
6,2,232.0,1,4,2,4,10,5,6.0,2014.0,6.0,9.0,12
6,2,481.8,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,1
4,2,216.1,2,2,4,1,3,6,5.0,2017.0,7.0,6.0,6
7,1,495.5,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,15
6,2,494.45,2,2,4,1,1,9,5.0,2017.0,7.0,6.0,0
2,1,496.25,2,2,4,1,10,4,6.0,2017.0,7.0,6.0,15
3,2,408.39,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
4,2,413.8,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,23
3,2,13.03,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,0
1,2,413.78,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,17
1,2,514.7,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,0
5,2,506.85,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,23
5,1,488.4,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,21
6,2,156.0,1,2,4,1,1,11,5.0,2017.0,7.0,6.0,2
3,2,167.1,1,2,4,2,2,1,9.0,2017.0,7.0,6.0,18
5,2,130.3,2,2,4,1,1,15,5.0,2017.0,7.0,6.0,1
7,2,494.1,1,2,4,1,1,11,5.0,2017.0,7.0,6.0,22
4,2,225.5,2,2,4,4,2,11,6.0,2017.0,7.0,6.0,20
7,2,221.0,2,2,2,4,10,5,5.0,2017.0,5.0,3.0,15
1,1,499.3,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,22
7,2,122.5,2,5,4,1,1,1,5.0,2017.0,7.0,6.0,3
1,2,431.0,1,3,4,1,1,6,5.0,2017.0,1.0,5.0,20
4,2,472.62,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,4
6,2,207.3,2,4,4,1,1,14,5.0,2017.0,7.0,6.0,5
3,2,152.6,1,1,4,2,2,6,5.0,2017.0,7.0,6.0,16
6,2,53.86,2,3,4,1,1,11,5.0,2023.0,4.0,8.0,20
4,2,156.4,1,2,4,1,2,11,5.0,2017.0,7.0,6.0,12
5,2,501.38,2,4,4,1,1,5,5.0,2016.0,1.0,7.0,7
2,2,242.0,2,4,2,1,2,1,5.0,2017.0,7.0,6.0,9
4,1,496.15,1,2,4,1,1,9,5.0,2017.0,7.0,6.0,22
7,2,432.6,2,3,4,1,1,5,9.0,2015.0,8.0,11.0,10
7,2,185.2,1,1,4,1,1,5,5.0,2017.0,7.0,6.0,8
6,1,494.4,1,2,4,1,1,8,5.0,2017.0,7.0,6.0,6
5,2,681.695,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,21
5,2,432.3,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,8
7,2,450.01,1,2,4,1,1,5,5.0,2017.0,12.0,11.0,16
1,2,152.0,1,2,2,2,1,11,5.0,2017.0,9.0,1.0,20
7,2,409.3,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,14
2,1,500.2,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,19
3,2,17.595,2,4,4,1,1,11,5.0,2017.0,7.0,6.0,7
3,2,222.9,1,2,2,3,10,5,2.0,2013.0,11.0,12.0,8
6,2,436.54,2,3,4,1,10,6,5.0,2015.0,6.0,6.0,19
2,2,431.22,1,2,4,1,1,1,5.0,2016.0,1.0,3.0,0
5,2,178.6,1,4,4,3,3,5,5.0,2015.0,5.0,6.0,3
7,2,465.88,2,3,4,1,1,5,5.0,2017.0,10.0,9.0,0
7,2,404.02,2,3,4,1,4,3,5.0,2017.0,7.0,6.0,22
6,2,177.3,1,2,4,4,3,5,1.0,2015.0,3.0,1.0,20
5,1,501.52,2,2,4,1,1,5,5.0,2016.0,11.0,3.0,12
5,2,225.8,2,3,2,4,2,1,6.0,2017.0,7.0,6.0,11
6,2,428.2,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,21
7,2,487.8,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,18
2,2,179.3,1,3,2,1,1,1,5.0,2017.0,4.0,7.0,8
7,2,28.34,1,2,4,1,1,6,5.0,2022.0,6.0,8.0,1
6,1,502.0,2,2,4,1,3,5,5.0,2017.0,7.0,6.0,4
2,2,191.2,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,0
4,1,501.15,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,16
4,2,431.5,1,2,4,1,2,11,5.0,2017.0,7.0,6.0,6
7,2,239.6,2,2,1,1,2,6,5.0,2017.0,7.0,6.0,21
6,2,185.0,1,2,2,1,1,1,5.0,2017.0,7.0,6.0,7
5,1,515.23,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,1
5,2,218.0,1,3,2,2,10,6,6.0,2017.0,7.0,6.0,14
5,2,179.1,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,16
6,2,228.6,2,2,2,1,2,6,5.0,2017.0,11.0,2.0,16
5,2,152.45,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,15
6,2,125.0,2,3,4,1,1,11,5.0,2017.0,7.0,6.0,22
7,2,52.15,2,2,4,1,1,6,10.0,2023.0,11.0,2.0,12
3,2,440.5,2,2,4,1,1,11,6.0,2017.0,7.0,6.0,14
3,1,490.35,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,16
6,2,204.2,1,3,4,2,10,11,1.0,2017.0,7.0,6.0,14
2,2,470.26,2,3,4,1,1,1,8.0,2017.0,7.0,6.0,8
3,2,222.8,1,4,4,1,1,5,5.0,2022.0,12.0,7.0,21
2,2,247.6,1,4,4,1,3,15,5.0,2017.0,7.0,6.0,0
2,2,679.245,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,15
3,2,197.05,1,4,4,2,2,6,1.0,2017.0,7.0,6.0,10
7,2,130.7,2,2,4,1,1,6,15.0,2017.0,7.0,6.0,2
1,2,467.94,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,23
7,2,213.3,1,2,4,1,2,11,5.0,2017.0,7.0,6.0,21
6,1,463.18,2,3,4,1,1,1,5.0,2016.0,6.0,2.0,10
1,2,218.9,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,9
1,2,210.8,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,17
7,1,499.0,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,18
6,2,244.9,2,4,4,1,1,6,5.0,2017.0,7.0,6.0,9
5,1,491.8,1,3,4,1,1,6,5.0,2017.0,5.0,5.0,19
6,2,24.42,2,2,4,1,5,1,5.0,2023.0,5.0,5.0,20
4,2,462.98,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,6
1,2,136.6,2,2,4,1,1,6,1.0,2017.0,7.0,6.0,17
7,2,176.6,2,3,2,5,8,5,7.0,2017.0,7.0,6.0,6
7,2,214.4,1,3,4,1,1,8,5.0,2017.0,7.0,6.0,11
2,2,478.35,1,2,4,1,4,6,5.0,2017.0,7.0,6.0,19
3,2,690.705,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,3
1,2,34.25,2,2,4,1,1,6,9.0,2023.0,3.0,9.0,22
4,1,497.35,2,2,4,1,1,11,9.0,2017.0,7.0,6.0,10
6,2,435.52,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,15
3,2,118.4,1,5,4,1,1,6,1.0,2017.0,7.0,6.0,18
1,2,427.7,2,3,4,1,1,7,5.0,2016.0,3.0,10.0,9
6,2,168.4,1,2,2,1,2,6,5.0,2017.0,7.0,6.0,18
1,1,499.25,1,3,4,1,1,3,1.0,2017.0,3.0,4.0,18
5,2,234.2,1,2,2,4,1,1,5.0,2017.0,7.0,4.0,11
3,2,179.6,2,4,2,4,10,3,6.0,2017.0,7.0,6.0,14
7,2,434.14,2,2,4,1,11,9,5.0,2017.0,7.0,6.0,23
6,2,492.5,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,17
4,2,439.3,1,1,4,1,1,1,5.0,2017.0,7.0,6.0,20
2,2,468.2,1,3,4,1,1,1,5.0,2017.0,5.0,9.0,23
3,2,491.1,1,1,4,1,10,6,5.0,2017.0,7.0,6.0,1
2,1,499.25,1,3,4,1,1,8,5.0,2017.0,7.0,6.0,19
4,2,107.5,2,5,4,1,1,1,5.0,2017.0,7.0,6.0,7
7,2,244.8,2,4,4,1,3,1,1.0,2017.0,7.0,6.0,16
5,1,488.0,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,11
3,2,118.9,2,3,4,1,1,5,5.0,2022.0,7.0,6.0,3
6,2,448.24,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,0
3,2,500.3,1,2,4,1,3,6,5.0,2017.0,7.0,6.0,2
7,2,506.65,1,2,4,1,1,3,5.0,2015.0,11.0,10.0,5
7,2,431.08,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,22
5,2,502.05,1,3,4,1,1,5,5.0,2015.0,8.0,5.0,22
5,2,437.58,2,3,4,1,1,7,5.0,2016.0,8.0,1.0,12
4,2,213.8,2,3,2,1,7,3,1.0,2014.0,8.0,5.0,10
6,2,189.0,2,1,4,4,8,5,1.0,2017.0,7.0,6.0,11
6,2,512.4,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,23
4,2,472.3,2,2,4,1,4,5,5.0,2017.0,7.0,6.0,5
3,2,139.1,2,2,4,1,1,6,5.0,2022.0,11.0,10.0,22
4,2,138.3,2,2,4,1,1,6,14.0,2022.0,12.0,10.0,16
7,2,189.8,1,3,4,1,1,10,5.0,2017.0,7.0,6.0,2
4,2,222.9,1,2,2,5,8,5,5.0,2013.0,12.0,12.0,7
7,2,43.4,1,2,4,1,1,6,5.0,2022.0,4.0,6.0,3
7,2,227.4,2,4,2,1,2,11,5.0,2017.0,7.0,6.0,20
7,2,486.15,2,4,4,1,11,11,5.0,2017.0,7.0,6.0,16
6,1,87.7,1,1,4,1,1,2,7.0,2017.0,7.0,6.0,11
2,2,495.45,1,2,4,1,1,6,5.0,2015.0,8.0,12.0,17
2,2,191.7,2,4,4,1,2,11,5.0,2018.0,12.0,6.0,13
3,2,401.78,2,3,4,1,1,9,5.0,2017.0,7.0,6.0,13
3,2,400.575,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,7
2,1,501.8,1,2,4,1,1,5,5.0,2015.0,8.0,9.0,5
1,2,247.4,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,4
4,2,197.05,2,3,2,8,4,1,5.0,2013.0,10.0,10.0,10
7,2,470.25,2,5,4,1,1,5,5.0,2017.0,7.0,6.0,4
4,2,192.5,2,3,4,1,1,3,1.0,2017.0,7.0,6.0,2
6,2,419.78,2,2,4,1,3,1,1.0,2017.0,7.0,6.0,12
2,2,157.8,2,2,4,1,2,1,5.0,2017.0,7.0,6.0,18
3,2,428.92,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,11
5,2,429.82,2,2,4,1,1,1,5.0,2015.0,3.0,7.0,2
6,2,473.9,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,22
2,2,206.0,1,4,4,1,2,14,5.0,2017.0,6.0,6.0,20
3,2,168.0,2,3,4,2,2,6,5.0,2017.0,7.0,6.0,18
6,2,188.8,1,1,1,1,2,1,5.0,2017.0,7.0,6.0,1
7,2,53.35,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,16
6,2,137.25,2,3,4,1,1,6,6.0,2017.0,7.0,6.0,12
3,2,45.875,1,3,4,1,1,12,5.0,2023.0,11.0,4.0,4
6,2,152.1,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,9
1,2,189.1,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,18
1,2,230.2,1,1,4,1,2,1,5.0,2017.0,7.0,6.0,13
6,2,179.8,2,2,4,2,1,6,9.0,2017.0,7.0,6.0,15
2,2,178.8,1,2,2,1,2,11,5.0,2017.0,7.0,6.0,17
6,2,481.6,1,3,4,1,1,1,5.0,2017.0,8.0,7.0,19
5,2,178.85,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,1
6,2,177.2,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,8
3,2,37.4,1,2,4,1,1,3,5.0,2023.0,10.0,1.0,0
4,2,183.0,1,2,4,1,1,10,5.0,2022.0,6.0,7.0,5
5,2,687.195,2,2,4,1,1,6,5.0,2022.0,2.0,6.0,7
1,2,227.4,2,3,4,1,2,5,5.0,2018.0,4.0,6.0,12
2,1,499.25,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,12
2,2,159.55,2,4,2,1,2,5,5.0,2017.0,7.0,6.0,10
4,2,230.0,1,1,4,2,2,14,6.0,2015.0,7.0,5.0,17
2,2,512.75,1,4,4,1,1,5,5.0,2017.0,7.0,6.0,2
4,2,520.66,2,4,4,1,1,5,6.0,2017.0,6.0,4.0,17
7,1,493.25,2,2,4,1,1,6,5.0,2017.0,5.0,3.0,15
7,2,138.9,1,2,4,1,1,1,5.0,2022.0,12.0,11.0,15
6,2,157.6,1,4,2,4,12,1,5.0,2014.0,4.0,1.0,5
2,2,236.6,2,3,4,3,3,6,5.0,2015.0,3.0,2.0,17
7,2,230.2,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,5
4,2,500.95,1,2,4,1,3,6,5.0,2017.0,10.0,8.0,21
1,2,201.1,2,3,2,4,10,1,5.0,2017.0,7.0,6.0,12
1,1,495.7,1,2,4,1,1,5,6.0,2017.0,7.0,6.0,12
2,1,427.74,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,22
2,2,154.95,1,2,2,2,3,11,5.0,2017.0,7.0,6.0,4
6,2,441.2,1,3,4,1,1,5,1.0,2017.0,7.0,6.0,9
5,2,160.0,1,3,2,3,9,9,5.0,2017.0,7.0,6.0,2
3,2,6.89,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,14
6,2,440.26,2,3,4,1,1,5,6.0,2017.0,7.0,6.0,13
3,2,238.1,1,2,4,6,2,1,5.0,2017.0,7.0,6.0,18
6,2,204.6,2,3,2,4,1,1,5.0,2017.0,7.0,6.0,11
6,2,156.5,2,4,4,3,2,6,1.0,2017.0,7.0,6.0,20
1,2,159.1,2,2,4,2,1,5,5.0,2017.0,7.0,6.0,9
6,2,430.2,1,2,4,1,10,4,5.0,2015.0,6.0,6.0,16
7,2,183.2,2,4,4,1,1,1,7.0,2022.0,11.0,6.0,19
5,2,476.88,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,3
1,2,183.3,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,15
4,2,226.0,1,3,4,2,1,1,5.0,2017.0,12.0,10.0,4
5,2,239.1,2,2,2,4,2,14,5.0,2017.0,5.0,5.0,10
7,2,236.85,2,3,2,2,9,5,5.0,2017.0,7.0,6.0,10
3,2,415.34,2,2,4,1,1,11,5.0,2017.0,7.0,6.0,20
4,2,427.78,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,21
6,2,487.3,1,3,4,1,2,1,6.0,2017.0,7.0,6.0,16
5,2,150.6,2,2,2,4,3,5,5.0,2017.0,7.0,6.0,19
5,2,226.5,2,3,4,1,2,1,5.0,2017.0,7.0,6.0,23
7,2,406.1,2,3,4,1,1,9,5.0,2016.0,3.0,4.0,13
1,2,19.6,2,2,4,1,1,6,9.0,2023.0,9.0,7.0,23
2,2,158.0,2,3,2,2,8,6,5.0,2017.0,7.0,6.0,4
2,2,154.05,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,9
7,2,229.5,1,2,2,2,9,5,5.0,2017.0,7.0,6.0,9
6,2,520.9,1,3,4,1,1,5,5.0,2017.0,11.0,2.0,23
4,2,170.0,1,3,4,2,3,11,14.0,2015.0,2.0,4.0,1
5,1,520.665,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,17
2,2,230.2,1,3,2,1,1,11,5.0,2017.0,11.0,7.0,7
4,2,473.9,1,2,4,1,5,11,1.0,2017.0,7.0,6.0,5
5,2,480.6,1,3,4,1,1,1,5.0,2016.0,9.0,9.0,14
6,2,219.2,2,3,4,1,2,1,5.0,2017.0,9.0,12.0,19
3,2,456.02,2,3,4,1,1,5,1.0,2016.0,9.0,3.0,20
7,2,425.8,1,2,4,1,1,12,6.0,2017.0,7.0,6.0,19
1,2,448.8,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,8
7,2,242.4,2,3,4,1,2,6,5.0,2017.0,7.0,6.0,15
1,2,117.45,1,5,4,1,1,1,5.0,2022.0,4.0,9.0,15
6,2,413.7,1,2,4,1,2,1,5.0,2017.0,7.0,6.0,17
6,2,144.4,2,5,4,1,1,3,5.0,2022.0,9.0,12.0,5
1,2,455.86,2,1,4,1,1,5,5.0,2017.0,7.0,6.0,19
4,2,229.5,1,1,4,3,1,10,5.0,2017.0,7.0,6.0,12
7,2,463.9,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,19
7,2,421.16,2,2,4,1,1,1,5.0,2016.0,10.0,1.0,20
5,2,198.6,2,2,4,3,3,1,5.0,2017.0,7.0,6.0,17
7,2,204.4,2,2,2,4,9,5,5.0,2014.0,2.0,2.0,6
5,2,210.69,1,4,4,1,1,5,5.0,2017.0,7.0,6.0,22
1,2,101.8,2,2,4,1,1,8,5.0,2022.0,12.0,6.0,12
4,2,251.8,1,1,4,1,2,11,5.0,2018.0,5.0,4.0,14
