Day_of_Week,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Causes_D,Road_Feature_E,Road_Condition_F,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Year,Month,Day,Hour
7,2,421.8,1,2,4,1,1,5,5.0,2017.0,9.0,4.0,0
5,2,221.5,2,4,4,1,1,8,1.0,2017.0,7.0,6.0,20
1,2,161.35,2,1,4,1,2,6,5.0,2017.0,7.0,6.0,19
4,2,240.0,2,3,4,2,2,5,6.0,2017.0,7.0,6.0,0
3,2,480.48,2,3,4,1,10,1,5.0,2015.0,6.0,5.0,9
6,2,222.2,1,3,4,1,2,1,5.0,2017.0,7.0,6.0,23
6,2,467.34,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,12
6,2,243.6,2,1,4,2,2,6,5.0,2014.0,11.0,10.0,19
6,2,424.16,1,2,4,1,2,5,5.0,2017.0,7.0,6.0,15
6,2,129.8,2,2,4,1,1,6,5.0,2022.0,1.0,7.0,10
6,2,174.45,2,1,4,2,1,11,5.0,2017.0,7.0,6.0,11
3,2,215.8,2,2,4,1,2,15,5.0,2017.0,7.0,6.0,15
5,1,494.4,2,3,4,1,1,9,5.0,2016.0,7.0,10.0,20
4,2,227.9,2,4,4,1,2,1,5.0,2017.0,12.0,10.0,23
1,1,500.7,2,3,4,1,1,1,5.0,2015.0,5.0,10.0,7
6,2,434.48,2,2,4,1,4,6,5.0,2017.0,7.0,6.0,21
6,2,499.35,1,3,4,1,3,6,5.0,2017.0,7.0,6.0,13
6,2,465.5,2,2,4,1,1,1,6.0,2017.0,7.0,6.0,6
2,2,40.12,1,3,4,1,1,6,5.0,2023.0,1.0,5.0,18
3,2,458.77,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,5
6,2,191.7,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,6
7,2,234.0,1,4,4,1,1,5,5.0,2017.0,5.0,11.0,1
4,2,507.3,1,3,4,1,1,1,5.0,2015.0,9.0,4.0,3
5,2,170.0,2,2,2,2,9,6,1.0,2017.0,7.0,6.0,4
3,2,239.4,2,2,4,2,2,1,3.0,2015.0,10.0,6.0,14
2,1,453.28,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,20
3,2,175.0,2,2,2,1,8,6,12.0,2013.0,6.0,11.0,9
4,2,229.4,2,2,4,1,1,5,5.0,2022.0,1.0,6.0,13
1,2,208.0,2,4,4,1,3,1,5.0,2017.0,7.0,6.0,6
2,2,157.8,2,3,2,2,2,3,5.0,2017.0,11.0,4.0,22
1,2,72.55,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,16
6,2,209.6,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,3
1,1,132.6,1,3,4,1,2,10,6.0,2017.0,7.0,6.0,11
1,2,473.3,2,1,4,1,1,5,5.0,2017.0,11.0,9.0,18
7,2,154.1,1,2,2,2,8,11,5.0,2017.0,7.0,6.0,3
3,2,228.0,2,2,4,1,2,6,5.0,2017.0,1.0,11.0,23
3,2,232.4,2,3,2,4,10,6,5.0,2017.0,7.0,6.0,10
1,2,411.32,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,20
7,2,432.36,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,1
6,2,112.9,2,5,4,1,1,1,14.0,2022.0,11.0,11.0,12
6,2,174.8,2,4,4,1,1,14,5.0,2017.0,7.0,6.0,9
5,2,177.0,2,3,2,1,2,14,5.0,2017.0,7.0,6.0,19
4,2,160.4,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,5
6,2,482.2,1,3,4,1,1,5,1.0,2017.0,7.0,6.0,7
2,1,495.05,2,3,4,1,1,6,5.0,2015.0,10.0,3.0,22
4,2,444.54,1,2,4,1,4,5,5.0,2017.0,7.0,6.0,7
4,2,216.6,1,2,2,2,2,1,5.0,2017.0,11.0,5.0,22
4,2,492.3,2,3,4,1,1,9,5.0,2017.0,7.0,6.0,12
6,2,199.0,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,4
4,2,191.6,1,2,2,4,8,11,5.0,2017.0,7.0,6.0,12
6,2,179.1,2,2,2,4,8,1,5.0,2017.0,7.0,6.0,10
1,2,427.0,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,5
7,2,47.2,1,3,4,1,1,6,5.0,2023.0,2.0,9.0,7
1,2,27.8,1,2,4,1,1,6,5.0,2022.0,7.0,8.0,2
7,2,455.62,1,3,4,1,1,3,5.0,2017.0,7.0,6.0,21
2,2,506.05,1,3,4,1,3,5,5.0,2017.0,7.0,6.0,0
4,2,506.45,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,20
6,2,408.35,2,3,4,1,1,9,5.0,2017.0,7.0,6.0,20
5,2,63.9,1,1,4,1,3,15,1.0,2017.0,7.0,6.0,23
4,2,702.095,1,3,4,1,1,6,5.0,2022.0,6.0,7.0,10
5,2,77.75,1,2,4,1,1,1,5.0,2022.0,8.0,9.0,15
3,2,187.6,1,2,2,1,2,11,5.0,2017.0,7.0,6.0,13
4,2,492.34,1,3,4,1,11,6,5.0,2017.0,7.0,6.0,10
5,2,429.6,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,21
1,2,430.18,1,3,4,1,1,5,5.0,2017.0,1.0,5.0,15
6,2,221.4,1,2,2,1,1,1,5.0,2017.0,7.0,6.0,22
6,2,225.7,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,0
4,2,500.1,2,3,4,1,3,3,6.0,2017.0,6.0,7.0,16
3,2,187.7,2,2,2,1,9,5,5.0,2017.0,7.0,6.0,8
5,1,490.3,1,2,4,1,1,8,5.0,2015.0,11.0,12.0,16
2,2,489.5,2,2,4,1,2,9,5.0,2017.0,7.0,6.0,7
6,2,63.85,2,2,4,1,3,1,6.0,2017.0,7.0,6.0,17
1,2,186.8,1,4,4,1,1,14,5.0,2018.0,7.0,5.0,1
3,1,456.4,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,1
4,2,140.8,2,2,4,1,1,6,1.0,2022.0,7.0,12.0,23
2,1,465.21,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,5
3,2,218.2,2,2,2,4,1,6,5.0,2017.0,7.0,6.0,21
3,2,142.0,2,2,4,1,1,6,9.0,2017.0,7.0,6.0,16
4,2,179.3,2,4,4,1,2,1,5.0,2017.0,7.0,6.0,18
1,2,479.9,2,2,4,1,1,5,5.0,2015.0,9.0,2.0,10
1,2,187.8,1,3,4,1,2,6,5.0,2017.0,7.0,6.0,20
4,2,223.5,2,4,4,1,1,11,5.0,2017.0,7.0,6.0,23
3,2,385.0,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,13
2,2,453.2,1,2,4,1,1,11,8.0,2017.0,7.0,6.0,22
1,2,480.75,2,5,4,1,1,1,5.0,2017.0,10.0,4.0,13
4,2,428.32,2,2,4,1,1,10,5.0,2017.0,9.0,3.0,20
2,2,412.1,1,2,4,1,1,5,5.0,2017.0,8.0,8.0,6
1,1,498.7,1,2,4,1,1,6,5.0,2017.0,6.0,2.0,21
7,2,462.38,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,4
1,1,501.95,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,6
1,2,222.0,1,1,4,3,1,11,1.0,2017.0,7.0,6.0,13
1,2,514.8,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,13
4,2,166.8,2,4,2,1,2,11,5.0,2017.0,7.0,6.0,20
5,2,485.5,2,1,4,1,1,9,5.0,2016.0,9.0,9.0,3
5,2,225.4,2,4,4,1,2,6,5.0,2017.0,7.0,6.0,4
7,2,12.95,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,7
1,2,438.2,1,1,4,1,1,11,5.0,2015.0,12.0,10.0,13
6,2,215.0,1,3,2,4,10,10,10.0,2017.0,7.0,6.0,6
4,2,151.4,2,4,2,4,1,7,12.0,2017.0,7.0,6.0,9
1,2,216.0,1,3,4,4,1,1,1.0,2015.0,1.0,6.0,18
7,2,164.3,2,2,4,1,1,8,5.0,2017.0,7.0,6.0,10
7,2,186.6,1,2,2,4,1,5,5.0,2017.0,7.0,6.0,8
3,2,450.82,1,3,4,1,1,6,5.0,2016.0,6.0,1.0,14
4,1,495.8,1,2,4,1,1,6,5.0,2015.0,12.0,11.0,15
6,1,496.25,2,2,4,1,2,5,8.0,2015.0,5.0,9.0,8
6,2,165.8,2,2,2,1,2,6,5.0,2017.0,7.0,6.0,10
6,2,467.41,2,4,4,1,1,9,5.0,2017.0,7.0,6.0,15
2,2,204.8,2,3,4,2,1,1,1.0,2017.0,7.0,6.0,0
5,2,186.15,2,3,4,2,2,6,5.0,2017.0,8.0,9.0,7
3,2,202.6,2,4,4,1,3,7,5.0,2017.0,7.0,6.0,1
7,2,492.4,1,1,4,1,1,6,5.0,2016.0,5.0,6.0,16
7,2,439.0,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,21
7,2,681.295,2,4,4,1,1,5,5.0,2017.0,7.0,6.0,11
2,2,456.3,1,2,4,1,1,5,5.0,2016.0,7.0,6.0,0
5,2,479.8,1,2,4,1,1,5,5.0,2017.0,5.0,5.0,9
5,2,468.6,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,8
5,2,221.0,2,1,4,1,1,5,5.0,2017.0,7.0,6.0,4
5,2,158.4,2,3,4,1,1,11,5.0,2017.0,7.0,6.0,4
6,1,495.0,2,1,4,1,1,1,5.0,2015.0,8.0,8.0,4
1,2,419.26,2,2,4,1,1,11,5.0,2015.0,9.0,3.0,3
5,2,110.25,2,3,4,1,1,11,5.0,2022.0,9.0,6.0,7
3,1,492.4,1,2,4,1,1,9,5.0,2016.0,12.0,10.0,1
7,2,504.95,1,2,4,1,1,1,5.0,2017.0,11.0,6.0,21
1,2,433.48,1,3,4,1,1,5,6.0,2016.0,10.0,10.0,8
4,2,197.2,2,2,4,1,1,8,5.0,2022.0,6.0,7.0,13
2,2,58.23,1,2,4,1,1,10,5.0,2017.0,7.0,6.0,4
3,2,443.9,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,8
2,2,513.2,2,2,4,1,10,5,1.0,2017.0,7.0,6.0,15
4,2,464.36,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,23
7,2,438.1,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,22
2,2,411.04,1,2,4,1,1,5,11.0,2017.0,7.0,6.0,23
3,1,495.85,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
2,2,422.26,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,12
2,2,182.45,1,2,2,2,3,6,5.0,2018.0,2.0,1.0,23
1,2,228.4,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,1
1,1,495.3,1,4,4,1,1,10,5.0,2017.0,6.0,2.0,18
3,2,227.3,1,2,3,2,10,6,5.0,2017.0,7.0,6.0,8
4,2,223.2,2,1,2,4,8,1,6.0,2017.0,7.0,6.0,18
3,2,180.3,1,2,4,5,2,1,1.0,2017.0,7.0,6.0,13
6,2,167.4,1,2,4,1,2,1,5.0,2018.0,5.0,5.0,16
5,2,488.45,2,2,4,1,1,6,5.0,2017.0,12.0,5.0,6
5,2,225.7,2,2,2,2,10,11,5.0,2017.0,7.0,6.0,4
1,2,507.5,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,18
3,2,241.3,1,4,4,1,2,11,5.0,2017.0,9.0,8.0,22
1,2,438.6,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,21
7,2,443.15,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,22
2,2,21.52,2,2,4,1,1,1,5.0,2022.0,1.0,8.0,3
5,2,423.54,2,2,4,1,1,6,5.0,2015.0,8.0,5.0,20
6,2,508.7,1,2,4,1,1,5,1.0,2016.0,5.0,3.0,5
5,1,495.25,2,2,4,1,3,5,5.0,2017.0,7.0,6.0,6
4,2,435.12,2,2,4,1,1,6,5.0,2016.0,7.0,4.0,22
5,2,0.2,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,1
3,2,400.575,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,8
4,2,433.1,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,1
5,2,507.15,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,10
2,1,18.995,2,4,4,1,1,11,5.0,2022.0,1.0,8.0,20
5,2,197.5,2,2,4,1,1,6,5.0,2017.0,11.0,8.0,6
3,2,480.35,2,3,4,1,1,5,6.0,2017.0,7.0,6.0,14
6,2,166.8,1,2,4,2,3,6,5.0,2015.0,2.0,5.0,1
4,2,427.1,2,2,4,1,1,7,5.0,2017.0,7.0,6.0,14
1,1,497.7,1,2,4,1,1,11,6.0,2017.0,6.0,11.0,17
1,2,36.15,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,3
3,2,109.9,1,5,4,1,1,14,5.0,2017.0,7.0,6.0,22
1,2,469.2,1,3,4,1,1,5,9.0,2017.0,7.0,6.0,7
2,2,157.3,2,4,4,1,1,11,5.0,2022.0,6.0,6.0,23
5,2,504.6,1,1,4,1,1,11,5.0,2017.0,7.0,6.0,15
1,1,496.2,2,2,4,1,1,6,5.0,2017.0,4.0,12.0,17
2,2,436.32,2,3,4,1,1,6,5.0,2015.0,10.0,11.0,21
4,2,510.6,1,3,4,1,2,5,5.0,2016.0,4.0,8.0,3
7,2,241.15,2,3,1,1,10,5,5.0,2017.0,7.0,6.0,12
4,2,491.2,1,2,4,1,1,6,9.0,2017.0,7.0,6.0,21
6,2,441.2,1,2,4,1,1,8,5.0,2016.0,8.0,10.0,21
4,2,443.2,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,10
4,2,719.995,2,2,4,1,1,6,5.0,2022.0,7.0,9.0,5
2,2,198.8,2,2,2,7,9,1,7.0,2013.0,1.0,10.0,23
3,2,228.8,2,3,2,1,2,6,5.0,2017.0,7.0,6.0,9
1,2,197.8,1,3,2,4,2,6,7.0,2017.0,7.0,6.0,10
1,2,239.5,2,5,4,2,2,1,5.0,2017.0,9.0,10.0,15
6,2,506.9,2,3,4,1,1,5,6.0,2016.0,5.0,11.0,14
6,2,398.78,2,2,4,1,3,5,5.0,2017.0,7.0,6.0,4
3,2,171.7,1,2,1,1,9,1,5.0,2014.0,1.0,1.0,12
3,2,227.1,2,2,4,1,2,1,5.0,2018.0,11.0,4.0,17
4,2,179.85,1,2,2,1,1,5,1.0,2017.0,2.0,3.0,7
7,2,173.9,1,2,2,1,2,6,5.0,2018.0,8.0,4.0,18
2,2,431.16,1,3,4,1,1,7,5.0,2017.0,7.0,6.0,20
7,2,211.6,2,3,4,1,1,5,5.0,2018.0,7.0,1.0,19
5,1,498.3,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,19
5,2,180.4,1,2,2,4,1,6,5.0,2017.0,7.0,6.0,17
1,2,418.3,2,2,4,1,10,5,1.0,2017.0,7.0,6.0,10
7,2,454.7,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,19
2,2,477.3,2,3,4,1,1,3,5.0,2017.0,7.0,2.0,17
7,2,128.3,2,2,4,1,1,11,14.0,2017.0,7.0,6.0,13
2,2,239.6,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,9
7,2,1.21,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,1
4,2,484.2,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,18
4,2,191.35,1,3,2,1,1,11,5.0,2018.0,5.0,4.0,8
2,2,425.25,2,3,4,1,1,7,8.0,2017.0,7.0,6.0,13
5,2,520.66,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,9
1,2,435.9,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,18
3,2,172.2,2,4,4,1,2,6,5.0,2017.0,7.0,6.0,15
2,2,491.45,2,2,4,1,10,8,5.0,2015.0,12.0,5.0,5
7,1,507.0,1,3,4,1,1,5,5.0,2015.0,8.0,11.0,0
1,2,42.24,2,2,4,1,1,1,5.0,2022.0,10.0,7.0,5
1,1,496.9,2,1,4,1,1,6,5.0,2017.0,7.0,6.0,15
5,2,213.8,2,1,2,2,9,2,1.0,2013.0,4.0,10.0,18
4,2,508.44,1,2,4,1,1,1,5.0,2016.0,1.0,12.0,1
6,2,434.1,1,3,4,1,3,5,5.0,2016.0,6.0,8.0,3
6,2,228.6,1,4,4,1,2,1,5.0,2017.0,2.0,12.0,19
1,2,174.2,2,2,4,2,1,1,5.0,2017.0,7.0,6.0,10
6,2,453.0,1,2,4,1,2,5,5.0,2017.0,7.0,6.0,5
1,1,500.1,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,15
2,2,219.6,2,2,2,2,2,1,5.0,2017.0,7.0,6.0,12
4,1,496.25,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,9
6,2,58.7,1,2,4,1,1,6,5.0,2023.0,3.0,3.0,9
7,2,220.5,2,2,4,1,2,10,5.0,2017.0,5.0,11.0,17
1,2,185.2,1,2,4,1,3,1,1.0,2017.0,7.0,6.0,0
2,2,415.12,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,4
7,2,451.2,1,3,4,1,3,5,5.0,2016.0,11.0,9.0,9
5,2,234.05,1,2,2,2,10,6,5.0,2017.0,7.0,6.0,5
3,2,239.8,2,5,4,1,1,1,5.0,2018.0,9.0,5.0,8
4,2,214.0,2,3,2,2,9,5,10.0,2013.0,12.0,12.0,11
1,2,236.2,2,3,4,2,1,1,6.0,2015.0,2.0,2.0,16
1,2,204.9,1,3,2,2,9,5,5.0,2017.0,7.0,6.0,12
1,2,431.25,1,1,4,1,1,5,5.0,2017.0,7.0,6.0,11
3,2,508.4,2,2,4,1,1,11,5.0,2016.0,11.0,5.0,23
4,2,60.82,2,3,4,1,1,14,5.0,2023.0,12.0,7.0,7
2,2,487.2,1,3,4,1,1,9,5.0,2016.0,3.0,5.0,16
7,1,499.0,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,19
7,2,228.6,2,2,4,4,10,6,5.0,2014.0,9.0,2.0,10
7,2,467.04,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,3
7,1,499.25,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,18
4,2,156.0,2,2,4,1,1,3,3.0,2022.0,1.0,6.0,9
3,2,486.35,2,2,4,1,1,11,5.0,2017.0,8.0,3.0,19
5,2,212.2,2,3,2,2,10,11,5.0,2017.0,7.0,4.0,15
4,2,437.74,2,3,4,1,4,5,6.0,2016.0,8.0,9.0,11
1,2,119.8,1,5,4,1,1,14,14.0,2017.0,7.0,6.0,8
2,2,178.5,1,4,2,4,10,3,5.0,2017.0,7.0,6.0,12
7,2,38.04,2,3,4,1,1,6,3.0,2023.0,1.0,4.0,6
6,2,250.1,2,4,4,1,3,10,5.0,2017.0,7.0,6.0,0
4,2,35.76,2,1,4,1,1,6,5.0,2017.0,7.0,6.0,21
7,2,400.575,1,2,4,1,1,11,5.0,2022.0,2.0,7.0,16
4,2,452.36,1,2,4,1,3,5,5.0,2017.0,7.0,6.0,5
2,2,204.3,2,2,4,1,2,10,5.0,2018.0,9.0,1.0,14
2,2,487.7,2,3,4,1,1,6,5.0,2016.0,9.0,2.0,19
4,2,398.24,2,3,4,1,10,5,5.0,2017.0,7.0,6.0,4
3,2,152.4,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,10
3,2,189.7,2,1,4,1,2,6,5.0,2017.0,4.0,10.0,21
4,2,180.6,1,2,4,1,2,5,5.0,2017.0,8.0,6.0,20
2,1,499.25,2,2,4,1,1,6,5.0,2015.0,11.0,8.0,9
2,2,681.695,2,2,4,1,1,6,5.0,2022.0,5.0,9.0,8
1,1,496.8,2,2,4,1,10,8,5.0,2017.0,7.0,6.0,14
6,2,213.8,2,3,4,1,2,1,1.0,2015.0,7.0,3.0,11
7,2,229.8,1,3,2,4,1,1,5.0,2017.0,7.0,6.0,14
3,2,426.6,1,3,4,1,1,6,5.0,2017.0,10.0,5.0,17
5,1,494.55,1,3,4,1,1,9,5.0,2017.0,7.0,6.0,0
4,2,228.0,2,3,2,1,1,1,5.0,2017.0,7.0,6.0,19
3,2,240.8,2,2,2,4,3,5,2.0,2017.0,7.0,6.0,9
4,2,465.9,1,3,4,1,11,5,5.0,2017.0,7.0,6.0,23
6,2,454.42,2,2,4,1,1,5,5.0,2016.0,2.0,4.0,10
4,2,226.5,1,3,4,1,2,6,5.0,2017.0,7.0,6.0,23
6,2,476.3,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,1
2,2,493.1,1,3,4,1,2,2,5.0,2017.0,7.0,6.0,8
6,2,212.8,2,2,2,5,10,2,6.0,2017.0,7.0,6.0,12
6,2,240.0,2,3,2,1,8,6,5.0,2017.0,7.0,6.0,1
7,2,405.34,1,3,4,1,2,1,5.0,2015.0,6.0,9.0,17
2,1,497.2,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,2
5,2,225.5,2,2,4,2,1,11,6.0,2017.0,7.0,6.0,23
1,2,189.3,1,4,2,4,2,9,5.0,2014.0,11.0,8.0,5
5,2,240.6,2,2,4,1,2,6,5.0,2018.0,7.0,12.0,19
3,2,436.6,1,3,4,1,1,5,5.0,2017.0,7.0,6.0,9
1,2,270.6,1,2,4,1,1,5,10.0,2017.0,7.0,6.0,16
2,2,197.03,1,2,2,1,2,6,5.0,2017.0,7.0,6.0,7
3,2,471.48,1,2,4,1,3,5,5.0,2017.0,11.0,1.0,6
2,2,244.6,2,2,2,4,2,1,5.0,2017.0,10.0,1.0,19
4,1,495.9,1,2,4,1,1,6,5.0,2015.0,1.0,1.0,8
7,1,502.5,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,18
5,2,195.3,2,2,2,1,2,5,5.0,2017.0,7.0,6.0,8
4,1,494.3,2,1,4,1,1,8,5.0,2017.0,7.0,6.0,20
7,2,168.0,2,2,2,4,10,6,5.0,2017.0,7.0,6.0,12
1,2,480.15,2,3,4,1,4,1,6.0,2016.0,1.0,8.0,20
5,2,233.6,2,2,4,2,1,6,13.0,2017.0,7.0,6.0,5
5,2,423.76,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,15
6,2,35.54,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,0
4,1,497.5,2,2,4,1,1,5,1.0,2017.0,7.0,9.0,10
3,2,26.95,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,21
2,2,235.4,2,2,2,1,1,1,5.0,2017.0,7.0,6.0,20
4,2,215.0,2,2,2,2,10,1,5.0,2017.0,7.0,6.0,12
6,1,501.3,2,3,4,1,1,6,5.0,2017.0,4.0,2.0,21
7,2,239.0,1,1,1,4,1,1,5.0,2017.0,7.0,6.0,18
5,2,187.5,1,3,2,1,2,6,5.0,2017.0,3.0,3.0,23
4,2,223.0,1,4,4,1,1,15,5.0,2017.0,7.0,6.0,4
4,2,469.18,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,0
6,2,456.55,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,6
4,2,24.945,1,4,4,1,1,6,5.0,2017.0,7.0,6.0,23
1,2,123.4,2,2,4,1,1,6,5.0,2017.0,7.0,6.0,5
1,2,433.18,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,19
5,2,422.36,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,17
2,2,180.9,1,3,4,1,2,5,5.0,2017.0,7.0,6.0,20
1,1,504.25,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,0
4,2,240.2,2,2,4,6,2,11,9.0,2017.0,7.0,6.0,18
4,2,159.2,1,4,4,2,2,1,5.0,2017.0,7.0,6.0,22
7,2,25.3,2,2,4,1,1,6,5.0,2023.0,7.0,1.0,21
7,2,488.0,1,1,4,1,1,1,5.0,2017.0,7.0,6.0,4
5,1,504.3,1,2,4,1,1,3,3.0,2017.0,7.0,6.0,19
6,2,431.7,1,2,4,1,1,1,5.0,2017.0,7.0,6.0,17
5,2,475.26,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,7
7,2,12.5,2,2,4,1,1,6,5.0,2022.0,10.0,9.0,16
5,2,214.7,2,2,4,1,3,1,5.0,2017.0,7.0,6.0,2
7,2,434.2,1,2,4,1,1,11,6.0,2017.0,7.0,6.0,0
3,2,508.3,1,2,4,1,1,5,5.0,2017.0,7.0,6.0,5
2,2,15.36,1,2,4,1,1,6,1.0,2023.0,2.0,10.0,8
5,1,491.25,2,3,4,1,1,6,5.0,2017.0,7.0,6.0,1
1,2,521.125,1,2,4,1,1,3,5.0,2017.0,12.0,6.0,19
7,2,438.32,2,3,4,1,1,5,5.0,2017.0,12.0,11.0,19
3,2,249.0,2,2,2,1,2,5,5.0,2017.0,8.0,2.0,14
6,2,434.14,1,3,4,1,1,8,5.0,2017.0,7.0,6.0,11
5,2,247.4,2,2,4,2,2,5,5.0,2017.0,8.0,12.0,21
3,2,488.7,2,3,4,1,1,1,5.0,2017.0,7.0,6.0,12
1,2,233.6,2,2,4,1,2,6,6.0,2017.0,7.0,6.0,0
3,2,169.5,1,3,4,1,2,5,5.0,2017.0,7.0,6.0,16
6,2,5.17,1,3,4,1,1,5,5.0,2023.0,7.0,4.0,21
4,2,105.05,2,2,4,1,1,14,15.0,2022.0,5.0,10.0,10
1,2,206.7,1,3,2,1,1,5,5.0,2017.0,7.0,6.0,1
1,1,493.9,1,3,4,1,4,5,1.0,2016.0,5.0,9.0,14
1,2,45.9,1,3,4,1,1,6,5.0,2023.0,8.0,10.0,13
7,2,179.35,1,1,4,1,1,1,5.0,2017.0,7.0,6.0,10
7,2,211.2,2,2,4,2,1,6,6.0,2017.0,7.0,6.0,19
2,1,501.4,2,2,4,1,3,1,5.0,2016.0,2.0,8.0,11
5,2,423.0,1,2,4,1,3,6,5.0,2017.0,7.0,6.0,0
6,2,103.38,2,2,4,1,1,1,15.0,2022.0,8.0,7.0,1
4,2,487.9,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,20
7,2,202.5,1,4,4,1,1,1,5.0,2017.0,7.0,6.0,6
5,2,432.34,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,1
2,2,180.2,1,3,4,1,1,6,5.0,2017.0,7.0,6.0,11
6,2,162.3,2,3,4,1,1,5,5.0,2017.0,7.0,6.0,12
3,2,401.8,1,4,4,1,2,11,5.0,2017.0,7.0,6.0,9
3,1,496.25,2,3,4,1,1,5,1.0,2016.0,2.0,3.0,9
7,2,195.5,2,2,2,1,9,11,5.0,2017.0,7.0,6.0,12
7,2,230.2,2,4,2,1,1,1,6.0,2017.0,7.0,6.0,13
6,2,490.1,2,2,4,1,1,9,5.0,2017.0,7.0,6.0,5
6,2,220.4,2,3,2,4,5,5,5.0,2013.0,12.0,10.0,9
3,2,177.5,2,2,2,1,10,6,5.0,2017.0,7.0,6.0,15
1,2,411.92,2,2,4,1,1,5,5.0,2017.0,7.0,6.0,12
1,2,25.75,1,3,4,1,1,7,5.0,2023.0,12.0,2.0,13
2,2,121.65,1,2,4,1,1,11,6.0,2022.0,3.0,10.0,16
6,2,481.95,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,19
1,2,429.86,1,3,4,1,1,9,5.0,2017.0,7.0,6.0,19
6,2,112.8,1,2,4,1,1,5,14.0,2022.0,11.0,11.0,20
5,2,471.99,1,3,4,1,1,1,5.0,2017.0,7.0,6.0,7
5,2,481.8,2,2,4,1,1,1,5.0,2017.0,7.0,6.0,23
7,2,487.5,2,1,4,1,4,6,5.0,2017.0,7.0,6.0,19
6,2,162.8,1,2,4,2,2,14,5.0,2017.0,7.0,6.0,17
3,1,423.06,1,2,4,1,1,6,5.0,2017.0,7.0,6.0,19
1,2,455.84,2,3,4,1,1,5,5.0,2016.0,10.0,10.0,20
5,2,472.8,1,3,4,1,1,5,5.0,2015.0,3.0,4.0,23
